language,Your language is,i will make any telegram bot for $20 - @jolygmanka,get this message,what this bot can?,source code on github,flip coin,translate something,hide advanced menu,flip a coin,tails,heads,write /t {source language} {what language to translate into} {text to translate},examples:,example:,translate error,error translating
lao,ພາສາຂອງທ່ານແມ່ນພາສາລາວ,ຂ້ອຍຈະເຮັດ bot telegram ໃດໆໃນລາຄາ 20 ໂດລາ - @jolygmanka,ໄດ້ຮັບຂໍ້ຄວາມນີ້,ສິ່ງທີ່ bot ນີ້ສາມາດເຮັດໄດ້?,ລະຫັດແຫຼ່ງກ່ຽວກັບ github,flip ຫຼຽນ,ແປບາງສິ່ງບາງຢ່າງ,ເຊື່ອງເມນູຂັ້ນສູງ,flip ຫຼຽນ,ຫາງ,ດ້ານຫນ້າຂອງຫຼຽນ,ຂຽນ /t {ພາສາແຫຼ່ງຂໍ້ມູນ} {ພາສາໃດທີ່ຈະແປເປັນ} {ຂໍ້ຄວາມທີ່ຈະແປ},ຕົວຢ່າງ:,ຕົວຢ່າງ:,ແປຄວາມຜິດພາດ,ການແປຜິດພາດ
latin,La tua lingua è il latino,farò qualsiasi bot di telegram per $ 20 - @jolygmanka,ricevi questo messaggio,cosa può fare questo bot?,codice sorgente su github,lancia la moneta,traduci qualcosa,nascondi menu avanzato,lanciare una moneta,code,fronte della moneta,scrivere /t {linguaggio del codice} {in che lingua tradurre} {testo da tradurre},esempi:,esempio:,errore di traduzione,errore di traduzione
latvian,Jūsu valoda ir latviešu,es taisīšu jebkuru telegrammas botu par 20 USD - @jolygmanka,saņemt šo ziņu,ko šis bots var?,avota kods vietnē github,uzsist monētu,kaut ko tulkot,slēpt izvērsto izvēlni,uzsist monētu,astes,monētas priekšpuse,rakstīt /t {pirmvaloda} {kādā valodā tulkot} {tulkojams teksts},piemēri:,piemērs:,tulkot kļūdu,tulkošanas kļūda
lithuanian,Tavo kalba yra lietuvių,padarysiu bet kokį telegramos robotą už 20 USD - @jolygmanka,gauti šią žinutę,ką šis botas gali?,šaltinio kodas „github“,apversti monetą,ką nors išversti,slėpti išplėstinį meniu,mesti monetą,uodegos,monetos priekis,rašyti /t {pirminė kalba} {į kokią kalbą versti} {verstinas tekstas},pavyzdžiai:,pavyzdys:,išversti klaidą,klaida verčiant
luxembourgish,Ihre Sprache ist Luxemburgisch,Ich werde jeden Telegramm-Bot für 20 $ machen - @jolygmanka,bekomme diese Nachricht,Was kann dieser Bot?,Quellcode auf github,Münze werfen,etwas übersetzen,Erweitertes Menü ausblenden,eine Münze werfen,Schwänze,Vorderseite der Münze,schreiben /t {Ausgangssprache} {in welche Sprache übersetzt werden soll} {zu übersetzender Text},Beispiele:,Beispiel:,Fehler übersetzen,Fehler beim Übersetzen
macedonian,Вашиот јазик е македонски,ќе направам кој било телеграмски бот за 20 долари - @jolygmanka,добиете ја оваа порака,што може овој бот?,изворен код на github,флип паричка,преведе нешто,скриј напредно мени,флип паричка,опашки,пред монета,пиши /t {изворен јазик} {на кој јазик да се преведе} {текст за превод},примери:,пример:,грешка во преводот,грешка во преводот
malagasy,Ny fiteninao dia malagasy,hanao bot telegrama aho amin'ny $ 20 - @jolygmanka,raiso ity hafatra ity,inona no azon'ity bot ity?,kaody loharano ao amin'ny github,farantsakely miolakolaka,mandika zavatra,afeno ny menio mandroso,Atsimbadika ny farantsakely iray,rambony,manoloana ny vola madinika,soraty /t {fiteny loharano} {fiteny inona no adika} {lahatsoratra handika},ohatra:,ohatra:,mandika hadisoana,fandikana hadisoana
malay,Bahasa anda adalah bahasa melayu,saya akan membuat bot telegram dengan harga $ 20 - @jolygmanka,dapatkan mesej ini,apa bot ini boleh?,kod sumber di github,selak balik,menterjemahkan sesuatu,sembunyikan menu lanjutan,membalikkan duit syiling,tails,depan duit syiling,tulis /t {bahasa sumber} {bahasa apa yang hendak diterjemahkan} {teks untuk diterjemahkan},contoh:,contoh:,ralat terjemahan,ralat menerjemahkan
malayalam,നിങ്ങളുടെ ഭാഷ മലയാളമാണ്,ഞാൻ ഏതെങ്കിലും ടെലിഗ്രാം ബോട്ട് $ 20 - oljolygmanka ആക്കും,ഈ സന്ദേശം നേടുക,ഈ ബോട്ടിന് എന്ത് ചെയ്യാൻ കഴിയും?,github- ലെ ഉറവിട കോഡ്,ഫ്ലിപ്പ് നാണയം,എന്തെങ്കിലും വിവർത്തനം ചെയ്യുക,വിപുലമായ മെനു മറയ്‌ക്കുക,ഒരു നാണയം ഫ്ലിപ്പുചെയ്യുക,വാലുകൾ,നാണയത്തിന്റെ മുൻവശത്ത്,എഴുതുക /t {ഉറവിട ഭാഷ} {ഏത് ഭാഷയിലേക്ക് വിവർത്തനം ചെയ്യണം} {വിവർത്തനം ചെയ്യാനുള്ള വാചകം},ഉദാഹരണങ്ങൾ:,ഉദാഹരണം:,വിവർത്തന പിശക്,വിവർത്തനം ചെയ്യുന്നതിൽ പിശക്
maltese,Il-lingwa tiegħek hija l-malti,se nagħmel kwalunkwe telegramma bot għal $ 20 - @jolygmanka,ġib dan il-messaġġ,x'jista 'dan il-bot?,kodiċi tas-sors fuq github,flip coin,ittraduċi xi ħaġa,ħabi menu avvanzat,aqleb munita,tails,quddiem tal-munita,ikteb /t {lingwa sors} {f'liema lingwa tittraduċi} {test biex tittraduċi},eżempji:,eżempju:,jittraduċi żball,żball fit-traduzzjoni
maori,Ko to reo he maori,ka hanga e ahau he karapu waea waea mo te $ 20 - @jolygmanka,tiki i tenei kupu,he aha te mea ka taea e tenei bot?,waehere pūtake i runga i te github,moni takahuri,whakamaoritia tetahi mea,huna tahua matatau,pore he moni,hiku,Tuhinga o mua,tuhi /t {reo puna} {he aha te reo hei whakamaori} {tuhinga ki te whakamaori},tauira:,tauira:,whakamaori whakamaori,he whakamaori whakamaori
marathi,तुझी भाषा मराठी आहे,मी te 20 - @ जोलिगमॅनकासाठी कोणतीही टेलिग्राम बॉट बनवीन,हा संदेश मिळवा,ही बॉट काय करू शकते,गीथब वर स्त्रोत कोड,फ्लिप नाणे,काहीतरी अनुवाद करा,प्रगत मेनू लपवा,एक नाणे फ्लिप,शेपटी,नाणे समोर,लिहा /t {स्रोत भाषा} {कोणत्या भाषेत अनुवाद करायचा} {अनुवाद करण्यासाठी मजकूर},उदाहरणे:,उदाहरणः,भाषांतर त्रुटी,अनुवाद करण्यात त्रुटी
mongolian,Таны хэл монгол хэлтэй,Би 20 долларын үнэтэй дурын цахилгаан бот хийх болно - @jolygmanka,энэ зурвасыг аваарай,энэ бот юу чадах вэ?,github дээрх эх код,сул зоос,ямар нэг зүйлийг орчуулах,дэвшилтэт цэсийг нуух,зоос эргүүлэх,сүүл,зоосны урд хэсэг,бичих /t {эх хэл} {ямар хэл рүү хөрвүүлэх вэ?} {орчуулах текст},жишээ:,жишээ:,орчуулах алдаа,орчуулгын алдаа
myanmar (burmese),သင်၏ဘာသာစကားမှာမြန်မာ (ဗမာ) ဖြစ်သည်။,@jolygmanka - $ 20 အတွက်ကြေးနန်း bot ကိုငါလုပ်မယ်,ဒီစာကိုရ,ဒီ bot ဘာလုပ်လို့ရလဲ?,github အပေါ်အရင်းအမြစ်ကုဒ်,လှည့်အကြွေစေ့,တစ်ခုခုဘာသာပြန်ပါ,အဆင့်မြင့် menu ကိုဖျောက်ပါ,တစ် ဦး အကြွေစေ့လှန်,အမြီး,အကြွေစေ့များ၏ရှေ့,ရေးလိုက် /t {အရင်းအမြစ်ဘာသာစကား} {သို့ဘာသာပြန်ရန်ဘယ်ဘာသာစကား} {ဘာသာပြန်ရန်စာသား},ဥပမာ:,ဥပမာ -,အမှားဘာသာပြန်ဆိုပါ,အမှားဘာသာပြန်ခြင်း
nepali,तपाईंको भाषा नेपाली हो,म २० डलर को लागी कुनै पनि टेलिग्राम बोट बनाउनेछु - @ jolgmanka,यो सन्देश पाउनुहोस्,यो बोट के गर्न सक्छन्?,github मा स्रोत कोड,फ्लिप सिक्का,केहि अनुवाद,उन्नत मेनू लुकाउनुहोस्,एउटा सिक्का फ्लिप गर्नुहोस्,पुच्छर,सिक्का अगाडि,लेख्नुहोस् /t {स्रोत भाषा} {कुन भाषामा अनुवाद गर्ने} {अनुवाद गर्न पाठ},उदाहरणहरु:,उदाहरण:,अनुवाद त्रुटि,अनुवाद गर्नमा त्रुटि
norwegian,Språket ditt er norsk,Jeg vil lage en hvilken som helst telegrambot for $ 20 - @jolygmanka,få denne meldingen,hva denne bot kan?,kildekode på github,snu mynt,oversette noe,skjul avansert meny,snu en mynt,tails,foran mynten,skrive /t {Opprinnelig språk} {hvilket språk å oversette til} {tekst å oversette},eksempler:,eksempel:,oversett feil,feil med å oversette
pashto,ستا ژبه پښتو ده,زه به د 20 ډالرو لپاره کوم تلیګرام بوټ جوړ کړم - @ جوالیګمانکا,دا پیغام ترلاسه کړه,دا بوټ څه کولی شي؟,په ګیتب کې د سرچینې کوډ,فلیپ سکه,یو څه وژباړئ,پرمختللی غورنۍ پټه کړئ,یوه سکه فلپ کړئ,لکۍ,د سکې مخ,ولیکئ /t {سرچینه ژبه} {په کومه ژبه کې ژباړل} {د ژباړې لپاره متن},مثالونه:,مثال:,د ژباړې خطا,په ژباړې کې تېروتنه
persian,زبان شما فارسی است,من هر ربات تلگرامی را با 20 دلار درست خواهم کرد -jolygmanka,دریافت این پیام,این ربات چه کاری می تواند داشته باشد؟,کد منبع در github,تلنگر,ترجمه چیزی,پنهان کردن منوی پیشرفته,یک سکه بزنید,دم,جلوی سکه,نوشتن /t {زبان مبدا} {به چه زبانی ترجمه کنم} {متن برای ترجمه},مثال ها:,مثال:,خطای ترجمه,خطا در ترجمه
polish,Twój język jest polski,zrobię dowolnego bota telegramowego za 20 USD - @jolygmanka,odbierz tę wiadomość,co ten bot potrafi?,kod źródłowy na github,rzucać monetą,przetłumacz coś,ukryj zaawansowane menu,rzucić monetą,ogony,przód monety,pisać /t {język źródłowy} {na jaki język tłumaczyć} {tekst do przetłumaczenia},przykłady:,przykład:,błąd tłumaczenia,błąd w tłumaczeniu
portuguese,Sua lingua é portugues,farei qualquer bot de telegrama por $ 20 - @jolygmanka,pegue esta mensagem,o que esse bot pode?,código fonte no github,flip coin,traduzir algo,ocultar menu avançado,jogar uma moeda,caudas,frente da moeda,Escreva /t {idioma de origem} {para qual idioma traduzir} {texto para traduzir},exemplos:,exemplo:,erro de tradução,erro de tradução
punjabi,ਤੁਹਾਡੀ ਭਾਸ਼ਾ ਪੰਜਾਬੀ ਹੈ,ਮੈਂ te 20 - @ ਜੋਲੀਗਮੈਂਕਾ ਲਈ ਕੋਈ ਵੀ ਟੈਲੀਗ੍ਰਾਮ ਬੋਟ ਬਣਾਵਾਂਗਾ,ਇਹ ਸੁਨੇਹਾ ਪ੍ਰਾਪਤ ਕਰੋ,ਇਹ ਬੋਟ ਕੀ ਕਰ ਸਕਦਾ ਹੈ?,github 'ਤੇ ਸਰੋਤ ਕੋਡ,ਫਲਿੱਪ ਸਿੱਕਾ,ਕੁਝ ਅਨੁਵਾਦ ਕਰੋ,ਤਕਨੀਕੀ ਮੀਨੂ ਨੂੰ ਓਹਲੇ ਕਰੋ,ਇੱਕ ਸਿੱਕਾ ਫਲਿਪ,ਪੂਛ,ਸਿੱਕੇ ਦੇ ਸਾਹਮਣੇ,ਲਿਖੋ /t {ਸਰੋਤ ਭਾਸ਼ਾ} {ਕਿਸ ਭਾਸ਼ਾ ਵਿੱਚ ਅਨੁਵਾਦ ਕਰਨਾ ਹੈ} {ਅਨੁਵਾਦ ਕਰਨ ਲਈ ਪਾਠ},ਉਦਾਹਰਣ:,ਉਦਾਹਰਣ:,ਅਨੁਵਾਦ ਗਲਤੀ,ਅਨੁਵਾਦ ਕਰਨ ਦੌਰਾਨ ਗਲਤੀ
romanian,Limba ta este română,Voi face orice telegram bot pentru 20 USD - @jolygmanka,primiți acest mesaj,ce poate acest bot?,cod sursă pe github,flip coin,traduce ceva,ascundeți meniul avansat,dă cu banul,cozi,fața monedei,scrie /t {limba-sursă} {în ce limbă să traduc} {text de tradus},exemple:,exemplu:,eroare de traducere,eroare la traducere
russian,Ваш язык русский,сделаю любого телеграм бота за 1500 рублей - @jolygmanka,получить это сообщение,что может этот бот?,исходный код на github,подбросить монету,перевести что-нибудь,скрыть расширенное меню,кинуть монетку,решка,орел,напишите /t {исходный язык} {на какой язык перевести} {текст для перевода},Примеры:,пример:,перевести ошибку,ошибка перевода
samoan,O lau gagana e samoan,O le a ou faia ni telegram bot mo le $ 20 - @jolygmanka,aumai le feau lea,o le a le mea e mafaia e lenei bot?,puna faʻamatalaga luga github,tupe siliva,faaliliu se mea,nana le lisi maoaʻe,see se sene,tails,luma o tupe,tusi /t {gagana faʻavae} {o le a le gagana e faaliliu i} {tusitusiga e faaliliu},faʻataʻitaʻiga:,faʻataʻitaʻiga:,faaliliu sese,faʻaliliuga sese
scots gaelic,Tha do chànan Albannach gaelic,nì mi bot teileagram sam bith airson $ 20 - @jolygmanka,faigh an teachdaireachd seo,dè as urrainn don bot seo?,còd stòr air github,flip coin,eadar-theangachadh rudeigin,falach clàr adhartach,flip bonn,earbaill,beulaibh bonn,sgrìobh /t {cànan stòr} {dè an cànan airson eadar-theangachadh} {teacsa ri eadar-theangachadh},eisimpleirean:,eisimpleir:,mearachd eadar-theangachadh,mearachd ag eadar-theangachadh
serbian,Ваш језик је српски,Направићу било ког телеграмског бота за 20 долара - @јолигманка,примите ову поруку,шта овај бот може?,изворни код на гитхуб-у,флип новчић,превести нешто,сакриј напредни мени,баци новчић,репови,предња страна новчића,писати /t {изворни језик} {на који језик преводити} {текст за превод},примери:,пример:,преведи грешку,грешка при превођењу
sesotho,Leleme la hao ke sesotho,ke tla etsa bot efe kapa efe ea thelekramo ka $ 20 - @jolygmanka,fumana molaetsa ona,bot ena e ka etsa eng?,khoutu ea mohloli ho github,phetla chelete ea tšepe,fetolela se seng,pata menu e tsoetseng pele,phetla chelete ea tšepe,mehatla,ka pele ho chelete ea tšepe,ngola /t {puo ea mohloli} {ho fetolela puo efe} {mongolo ho fetolela},mehlala:,mohlala:,fetolela phoso,ho fetolela phoso
shona,Mutauro wako uri shona,ini ndichagadzira chero botira teregiramu ye $ 20 - @jolygmanka,tora iri meseji,chii bot ichi chinogona?,kodhi kodhi pane github,pafirita mari,dudzira chimwe chinhu,viga advanced menyu,pafirita mari,miswe,pamberi pemari,nyora /t {mutauro wekushandisa} {mutauro upi wekushandurira} {chinyorwa chekududzira},mienzaniso:,muenzaniso:,translate kukanganisa,kukanganisa kuturikira
sindhi,توهان جي ٻولي سنڌي آهي,مان $ 20 لاءِ ٽيليگرام بوٽ ٺاهيندس -jolygmanka,هي پيغام حاصل ڪر,هي ٻوٽو ڇا ڪري سگهي ٿو؟,گٿب تي سورس ڪوڊ,فلپ کوائن,ڪجھ ترجمو ڪيو,ترقي يافته مينيو لڪايو,هڪ سڪو ڪڻ,پڇو,سڪو جي اڳيان,لکو /t {ماخذ ٻولي} {ترجمو ڪئين ٻولي ۾} {ترجمو ڪرڻ لاءِ متن},مثالَ:,مثال:,ترجمو نقص,ترجمو ڪرڻ ۾ غلطي
sinhala,ඔබේ භාෂාව සිංහල,මම ඕනෑම විදුලි පණිවුඩ බොට් එකක් ඩොලර් 20 - ol ජොලිග්මන්කා සඳහා සාදමි,මෙම පණිවිඩය ලබා ගන්න,මේ බෝට්ටුවට පුළුවන් මොකක්ද?,github හි ප්‍රභව කේතය,flip කාසිය,යමක් පරිවර්තනය කරන්න,උසස් මෙනුව සඟවන්න,කාසියක් උඩ දමන්න,වලිග,කාසියේ ඉදිරිපස,ලියන්න /t {ප්‍රභව භාෂාව} {කුමන භාෂාවට පරිවර්තනය කළ යුතුද} {පරිවර්තනය කිරීමට පෙළ},උදාහරණ:,උදාහරණයක්:,පරිවර්තන දෝෂයකි,පරිවර්තනය කිරීමේ දෝෂයකි
slovak,Váš jazyk je slovenčina,vyrobím akýkoľvek telegramový robot za 20 dolárov - @jolygmanka,dostať túto správu,čo môže tento robot?,zdrojový kód na github,flip coin,preložiť niečo,skryť rozšírené menu,hodiť si mincou,chvosty,predná strana mince,napíš /t {zdrojový jazyk} {do akého jazyka preložiť} {text na preloženie},príklady:,príklad:,preložiť chybu,chyba pri preklade
slovenian,Vaš jezik je slovenski,naredil bom katerega koli telegramskega bota za 20 dolarjev - @jolygmanka,dobil to sporočilo,kaj lahko ta bot?,izvorna koda na github,flip kovanec,prevedite nekaj,skrij napredni meni,obrnite kovanec,repi,spredaj kovanca,piši /t {izvorni jezik} {v kateri jezik prevesti} {besedilo za prevajanje},primeri:,primer:,napaka pri prevajanju,napaka pri prevajanju
somali,Afkaagu waa somali,Waxaan sameyn doonaa bot bot telegram ah $ 20 - @jolygmanka,hel fariintan,muxuu botani karaa?,koodhka isha ee github,qadaadiic lacagta,wax tarjum,qarin menu-ka horumarsan,rog qadaadiic ah,dabo,hore ee qadaadiic ah,qor /t {luqadda isha} {luqadee loo turjumayaa} {qoraal lagu tarjumo},tusaalooyin:,tusaale:,turjun qalad,khalad tarjumida
spanish,Tu idioma es el español,haré cualquier bot de telegrama por $ 20 - @jolygmanka,recibe este mensaje,¿Qué puede este bot?,código fuente en github,lanzar moneda,traducir algo,ocultar el menú avanzado,lanza una moneda,cruz,anverso de la moneda,escribir /t {lenguaje fuente} {a que idioma traducir} {texto para traducir},ejemplos:,ejemplo:,traducir error,error al traducir
sundanese,Bahasa anjeun basa sundan,abdi bakal ngadamel bot telegram naon waé $ 20 - @jolygmanka,meunang pesen ieu,naon bot ieu tiasa?,kode sumber dina github,koin flip,narjamahkeun hal,nyumputkeun ménu maju,flip koin a,buntut,hareupeun koin,nyerat /t {bahasa sumber} {bahasa naon tarjamahna} {téks pikeun narjamahkeun},conto:,conto:,kasalahan narjamahkeun,kasalahan narjamahkeun
swahili,Lugha yako ni kiswahili,nitatengeneza bot yoyote ya telegram kwa $ 20 - @jolygmanka,pata ujumbe huu,hii bot inaweza nini?,nambari ya chanzo kwenye github,flip sarafu,kutafsiri kitu,ficha menyu ya hali ya juu,pindua sarafu,tails,mbele ya sarafu,andika /t {lugha ya asili} {ni lugha gani ya kutafsiri} {maandishi ya kutafsiri},mifano:,mfano:,hitilafu ya kutafsiri,makosa ya kutafsiri
swedish,Ditt språk är svenska,Jag kommer att göra någon telegrambot för $ 20 - @jolygmanka,få det här meddelandet,vad den här botten kan?,källkod på github,vänd mynt,översätta något,dölj avancerad meny,vänd ett mynt,tails,framsidan av myntet,skriva /t {Källspråk} {vilket språk du ska översätta till} {text att översätta},exempel:,exempel:,översätt fel,fel vid översättningen
tajik,Забони шумо тоҷикӣ аст,ман боти телеграммаро бо нархи 20 доллар месозам - @jolygmanka,ин паёмро гиред,ин бот чӣ метавонад дошта бошад?,коди сарчашма дар github,тангаҳои буред,чизе тарҷума кардан,менюи пешрафтаро пинҳон кунед,танга буред,думҳо,пеши танга,нависед /t {забони манбаъ} {ба кадом забон тарҷума кардан лозим аст} {матн барои тарҷума},мисолҳо:,мисол:,тарҷумаи хато,тарҷумаи хато
tamil,உங்கள் மொழி தமிழ்,நான் தந்தி போட்டை $ 20 - oljolygmanka க்கு உருவாக்குவேன்,இந்த செய்தியைப் பெறுங்கள்,இந்த போட் என்ன செய்ய முடியும்?,கிதுபில் மூல குறியீடு,திருப்பு நாணயம்,எதையாவது மொழிபெயர்க்கவும்,மேம்பட்ட மெனுவை மறைக்க,ஒரு நாணயத்தை புரட்டவும்,வால்கள்,நாணயத்தின் முன்,எழுதுங்கள் /t {மூல மொழி} {எந்த மொழியில் மொழிபெயர்க்க வேண்டும்} {மொழிபெயர்க்க உரை},எடுத்துக்காட்டுகள்:,உதாரணமாக:,மொழிபெயர்ப்பு பிழை,மொழிபெயர்ப்பதில் பிழை
telugu,మీ భాష తెలుగు,నేను ఏదైనా టెలిగ్రామ్ బోట్‌ను $ 20 - oljolygmanka కోసం చేస్తాను,ఈ సందేశాన్ని పొందండి,ఈ బోట్ ఏమి చేయగలదు?,గితుబ్‌లో సోర్స్ కోడ్,ఫ్లిప్ కాయిన్,ఏదో అనువదించండి,అధునాతన మెనుని దాచండి,ఒక నాణెం తిప్పండి,తోకలు,నాణెం ముందు,వ్రాయడానికి /t {మూల భాష} {ఏ భాషలోకి అనువదించాలి} {అనువదించడానికి వచనం},ఉదాహరణలు:,ఉదాహరణ:,అనువాద లోపం,అనువాదం చేయడంలో లోపం
thai,ภาษาของคุณเป็นภาษาไทย,ฉันจะสร้างบอทโทรเลขด้วยราคา $20 - @jolygmanka,ได้รับข้อความนี้,สิ่งที่บอทนี้สามารถ?,ซอร์สโค้ดบน github,พลิกเหรียญ,แปลอะไรบางอย่าง,ซ่อนเมนูขั้นสูง,พลิกเหรียญ,หาง,หน้าเหรียญ,เขียน /t {ภาษาต้นฉบับ} {จะแปลเป็นภาษาอะไร} {ข้อความที่จะแปล},ตัวอย่าง:,ตัวอย่าง:,แปลผิด,ผิดพลาดในการแปล
turkish,senin dilin türkçe,20 $ için herhangi bir telgraf botu yapacağım - @jolygmanka,bu mesajı al,bu bot ne yapabilir?,github'daki kaynak kodu,yazı tura,bir şeyi tercüme et,gelişmiş menüyü gizle,yazı tura atmak,kuyruklar,madalyonun önü,yazmak /t {kaynak dil} {hangi dile çevrilecek} {çevrilecek metin},örnekler:,örnek:,tercüme hatası,çeviri hatası
ukrainian,Ваша мова - українська,я зроблю будь-якого телеграм-бота за $ 20 - @jolygmanka,отримати це повідомлення,що може цей бот?,вихідний код на github,фліп-монета,перекласти щось,приховати розширене меню,кинути монету,решка,орел,писати /t {мова-джерело} {на яку мову перекласти} {текст для перекладу},приклади:,приклад:,помилка перекладу,помилка перекладу
urdu,آپ کی زبان اردو ہے,میں te 20 - @ jolgmanka میں کوئی بھی ٹیلیگرام بوٹ بناؤں گا,یہ پیغام حاصل کریں,یہ روٹی کیا کر سکتی ہے؟,گیتوب پر سورس کوڈ,پلٹائیں سکے,کچھ ترجمہ کریں,ایڈوانس مینو کو چھپائیں,سکہ اچھالو,پونچھ,سکے کے سامنے,لکھیں /t {ماخذ زبان} {کس زبان میں ترجمہ کرنا ہے} {ترجمہ کرنے کے لئے متن},مثال:,مثال:,ترجمہ غلطی,ترجمہ کرنے میں خامی
uzbek,Sizning tilingiz o'zbek tilida,20 dollar evaziga har qanday telegram botini qilaman - @jolygmanka,ushbu xabarni oling,bu bot nima qila oladi?,github-dagi manba kodi,tanga aylantirmoq,biror narsani tarjima qilish,kengaytirilgan menyuni yashirish,tanga aylantirmoq,quyruq,tanga old qismi,yozmoq /t {manba tili} {qaysi tilga tarjima qilish kerakligi} {tarjima qilish uchun matn},misollar:,misol:,tarjima xatosi,tarjima qilishda xatolik yuz berdi
vietnamese,Ngôn ngữ của bạn là tiếng việt,tôi sẽ tạo bất kỳ bot điện tín nào với giá 20 đô la - @jolygmanka,nhận được tin nhắn này,bot này có thể làm gì?,mã nguồn trên github,lật đồng xu,dịch cái gì đó,ẩn menu nâng cao,lật một đồng xu,đuôi,mặt trước của đồng xu,viết /t {ngôn ngữ nguồn} {dịch sang ngôn ngữ nào} {văn bản để dịch},ví dụ:,thí dụ:,dịch lỗi,dịch lỗi
welsh,Mae eich iaith yn Gymraeg,Byddaf yn gwneud unrhyw bot telegram am $ 20 - @jolygmanka,cael y neges hon,beth all y bot hwn?,cod ffynhonnell ar github,darn arian fflip,cyfieithu rhywbeth,cuddio bwydlen uwch,fflipio darn arian,tails,blaen darn arian,ysgrifennu /t {iaith ffynhonnell} {pa iaith i gyfieithu iddi} {testun i'w gyfieithu},enghreifftiau:,enghraifft:,gwall cyfieithu,gwall yn cyfieithu
xhosa,Ulwimi lwakho sisixhosa,Ndizakwenza nayiphi na i-bot yocingo ye- $ 20 - @jolygmanka,fumana lo myalezo,yintoni le bot?,ikhowudi yemvelaphi kwi-github,flip ingqekembe,Guqula into,fihla imenyu ephambili,flip ingqekembe,imisila,phambi kwengqekembe,bhala /t {ulwimi lwemvelaphi} {loluphi ulwimi oza kuguqulela kulo} {Isicatshulwa esiza kuguqulelwa},imizekelo:,umzekelo:,Guqula impazamo,Impazamo yokuguqula
yiddish,דיין שפראך איז יידיש,איך וועל מאַכן קיין טעלעגראַם באָט פֿאַר $ 20 - @ jolygmanka,באַקומען דעם אָנזאָג,וואָס דעם באָט קענען?,מקור קאָד אויף גיטהוב,פליפּ מאַטבייע,איבערזעצן עפּעס,באַהאַלטן אַוואַנסירטע מעניו,פליפּ אַ מאַטבייע,tails,פראָנט פון מאַטבייע,שרייבן /t {מקור שפּראַך} {אין וועלכע שפראך צו איבערזעצן} {טעקסט צו איבערזעצן},ביישפילן:,בייַשפּיל:,איבערזעצן טעות,טעות איבערזעצן
yoruba,Ede re ni yoruba,Emi yoo ṣe botini telegram fun $ 20 - @jolygmanka,gba ifiranṣẹ yii,kini bot yii le ṣe?,koodu orisun lori github,owo isipade,tumọ nkan,tọju akojọ aṣayan ilọsiwaju,isipade kan owo,iru,iwaju owo,kọ /t {ede orisun} {ede wo ni lati tumọ sinu} {ọrọ lati tumọ},awọn apẹẹrẹ:,apeere:,tumọ aṣiṣe,aṣiṣe itumọ
zulu,Ulimi lwakho isiZulu,ngizokwenza noma iyiphi i-bot yocingo ngo- $ 20 - @jolygmanka,thola lo myalezo,yini le bot engakwazi ukuyenza?,ikhodi yomthombo ku-github,flip uhlamvu lwemali,ukuhumusha okuthile,fihla imenyu ethuthukile,flip uhlamvu lwemali,imisila,phambi kohlamvu lwemali,bhala /t {ulimi lomthombo} {ukuhumushela kuluphi ulimi} {umbhalo ukuhumusha},izibonelo:,isibonelo:,ukuhumusha iphutha,ukuhumusha ngephutha
Filipino,Filipino ang iyong wika,gagawa ako ng anumang bot ng telegram sa halagang $ 20 - @jolygmanka,kunin ang mensaheng ito,ano ang magagawa ng bot na ito?,source code sa github,pitik na barya,isalin ang isang bagay,itago ang advanced menu,pitik ng barya,mga buntot,harap ng barya,sumulat /t {pinagmulang wika} {anong wika ang isasalin sa} {teksto upang isalin},mga halimbawa:,halimbawa:,error sa pagsasalin,error sa pagsalin
Hebrew,השפה שלך היא עברית,אני אכין כל בוט מברק תמורת 20 $ - @jolygmanka,קבל את ההודעה הזו,מה הבוט הזה יכול?,קוד מקור ב- github,הפוך מטבע,לתרגם משהו,להסתיר תפריט מתקדם,תטיל מטבע,tails,חזית המטבע,לִכתוֹב /t {שפת מקור} {לאיזו שפה לתרגם} {טקסט לתרגום},דוגמאות:,דוגמא:,תרגום שגיאה,שגיאה בתרגום
